entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,denom,n_first,n_second,n_third,r_first_pct,r_second_pct,r_third_pct
TR,San Diego,2011,ethnicity,aian,1,0.31,3.27,5,2,2,1,40.0,40.0,20.0
TR,San Diego,2011,ethnicity,aian,2,3.27,3.63,9,4,0,2,44.44,0.0,22.22
TR,San Diego,2011,ethnicity,aian,3,3.63,4.0,4,0,2,1,0.0,50.0,25.0
TR,San Diego,2011,ethnicity,asian,1,0.31,3.27,323,106,117,40,32.82,36.22,12.38
TR,San Diego,2011,ethnicity,asian,2,3.27,3.63,352,130,127,44,36.93,36.08,12.5
TR,San Diego,2011,ethnicity,asian,3,3.63,4.0,215,90,83,27,41.86,38.6,12.56
TR,San Diego,2011,ethnicity,black,1,0.31,3.27,31,12,6,8,38.71,19.35,25.81
TR,San Diego,2011,ethnicity,black,2,3.27,3.63,19,8,7,0,42.11,36.84,0.0
TR,San Diego,2011,ethnicity,black,3,3.63,4.0,9,3,1,1,33.33,11.11,11.11
TR,San Diego,2011,ethnicity,hispanic_latino,1,0.31,3.27,200,69,69,21,34.5,34.5,10.5
TR,San Diego,2011,ethnicity,hispanic_latino,2,3.27,3.63,161,48,70,14,29.81,43.48,8.7
TR,San Diego,2011,ethnicity,hispanic_latino,3,3.63,4.0,85,34,30,10,40.0,35.29,11.76
TR,San Diego,2011,ethnicity,international,1,0.31,3.27,102,52,28,10,50.98,27.45,9.8
TR,San Diego,2011,ethnicity,international,2,3.27,3.63,160,89,36,7,55.62,22.5,4.38
TR,San Diego,2011,ethnicity,international,3,3.63,4.0,119,74,28,6,62.18,23.53,5.04
TR,San Diego,2011,ethnicity,white,1,0.31,3.27,312,112,101,42,35.9,32.37,13.46
TR,San Diego,2011,ethnicity,white,2,3.27,3.63,320,132,118,24,41.25,36.88,7.5
TR,San Diego,2011,ethnicity,white,3,3.63,4.0,271,113,104,27,41.7,38.38,9.96
TR,San Diego,2011,first_gen_status,first_gen,1,0.31,3.27,460,165,146,51,35.87,31.74,11.09
TR,San Diego,2011,first_gen_status,first_gen,2,3.27,3.63,470,199,165,31,42.34,35.11,6.6
TR,San Diego,2011,first_gen_status,first_gen,3,3.63,4.0,302,131,103,31,43.38,34.11,10.26
TR,San Diego,2011,first_gen_status,not_first_gen,1,0.31,3.27,511,188,175,70,36.79,34.25,13.7
TR,San Diego,2011,first_gen_status,not_first_gen,2,3.27,3.63,549,208,199,58,37.89,36.25,10.56
TR,San Diego,2011,first_gen_status,not_first_gen,3,3.63,4.0,405,180,152,41,44.44,37.53,10.12
TR,San Diego,2011,overall,overall,1,0.31,3.27,1007,363,334,126,36.05,33.17,12.51
TR,San Diego,2011,overall,overall,2,3.27,3.63,1048,422,370,92,40.27,35.31,8.78
TR,San Diego,2011,overall,overall,3,3.63,4.0,732,324,262,74,44.26,35.79,10.11
TR,San Diego,2011,pell_status,non_pell,1,0.31,3.27,400,175,127,44,43.75,31.75,11.0
TR,San Diego,2011,pell_status,non_pell,2,3.27,3.63,519,245,158,38,47.21,30.44,7.32
TR,San Diego,2011,pell_status,non_pell,3,3.63,4.0,390,203,124,35,52.05,31.79,8.97
TR,San Diego,2011,pell_status,pell,1,0.31,3.27,607,188,207,82,30.97,34.1,13.51
TR,San Diego,2011,pell_status,pell,2,3.27,3.63,529,177,212,54,33.46,40.08,10.21
TR,San Diego,2011,pell_status,pell,3,3.63,4.0,342,121,138,39,35.38,40.35,11.4
TR,San Diego,2012,ethnicity,aian,1,0.3,3.3,3,0,2,0,0.0,66.67,0.0
TR,San Diego,2012,ethnicity,aian,2,3.3,3.65,7,2,3,0,28.57,42.86,0.0
TR,San Diego,2012,ethnicity,aian,3,3.65,4.0,4,3,1,0,75.0,25.0,0.0
TR,San Diego,2012,ethnicity,asian,1,0.3,3.3,164,49,59,23,29.88,35.98,14.02
TR,San Diego,2012,ethnicity,asian,2,3.3,3.65,326,131,123,30,40.18,37.73,9.2
TR,San Diego,2012,ethnicity,asian,3,3.65,4.0,250,98,107,20,39.2,42.8,8.0
TR,San Diego,2012,ethnicity,black,1,0.3,3.3,16,5,5,2,31.25,31.25,12.5
TR,San Diego,2012,ethnicity,black,2,3.3,3.65,18,4,6,5,22.22,33.33,27.78
TR,San Diego,2012,ethnicity,black,3,3.65,4.0,10,3,3,2,30.0,30.0,20.0
TR,San Diego,2012,ethnicity,hispanic_latino,1,0.3,3.3,97,28,35,10,28.87,36.08,10.31
TR,San Diego,2012,ethnicity,hispanic_latino,2,3.3,3.65,121,43,46,12,35.54,38.02,9.92
TR,San Diego,2012,ethnicity,hispanic_latino,3,3.65,4.0,83,31,37,5,37.35,44.58,6.02
TR,San Diego,2012,ethnicity,international,1,0.3,3.3,55,32,12,1,58.18,21.82,1.82
TR,San Diego,2012,ethnicity,international,2,3.3,3.65,159,90,38,6,56.6,23.9,3.77
TR,San Diego,2012,ethnicity,international,3,3.65,4.0,157,88,42,4,56.05,26.75,2.55
TR,San Diego,2012,ethnicity,white,1,0.3,3.3,159,55,64,21,34.59,40.25,13.21
TR,San Diego,2012,ethnicity,white,2,3.3,3.65,286,110,105,32,38.46,36.71,11.19
TR,San Diego,2012,ethnicity,white,3,3.65,4.0,221,92,81,18,41.63,36.65,8.14
TR,San Diego,2012,first_gen_status,first_gen,1,0.3,3.3,223,76,80,25,34.08,35.87,11.21
TR,San Diego,2012,first_gen_status,first_gen,2,3.3,3.65,417,177,147,41,42.45,35.25,9.83
TR,San Diego,2012,first_gen_status,first_gen,3,3.65,4.0,324,153,110,21,47.22,33.95,6.48
TR,San Diego,2012,first_gen_status,not_first_gen,1,0.3,3.3,259,89,93,29,34.36,35.91,11.2
TR,San Diego,2012,first_gen_status,not_first_gen,2,3.3,3.65,498,200,172,48,40.16,34.54,9.64
TR,San Diego,2012,first_gen_status,not_first_gen,3,3.65,4.0,400,159,161,31,39.75,40.25,7.75
TR,San Diego,2012,overall,overall,1,0.3,3.3,506,171,182,60,33.79,35.97,11.86
TR,San Diego,2012,overall,overall,2,3.3,3.65,944,388,327,93,41.1,34.64,9.85
TR,San Diego,2012,overall,overall,3,3.65,4.0,749,323,278,53,43.12,37.12,7.08
TR,San Diego,2012,pell_status,non_pell,1,0.3,3.3,211,84,75,19,39.81,35.55,9.0
TR,San Diego,2012,pell_status,non_pell,2,3.3,3.65,477,232,154,32,48.64,32.29,6.71
TR,San Diego,2012,pell_status,non_pell,3,3.65,4.0,383,200,122,18,52.22,31.85,4.7
TR,San Diego,2012,pell_status,pell,1,0.3,3.3,295,87,107,41,29.49,36.27,13.9
TR,San Diego,2012,pell_status,pell,2,3.3,3.65,467,156,173,61,33.4,37.04,13.06
TR,San Diego,2012,pell_status,pell,3,3.65,4.0,366,123,156,35,33.61,42.62,9.56
TR,San Diego,2013,ethnicity,aian,1,0.32,3.31,3,1,1,0,33.33,33.33,0.0
TR,San Diego,2013,ethnicity,aian,2,3.31,3.66,11,2,6,1,18.18,54.55,9.09
TR,San Diego,2013,ethnicity,aian,3,3.66,4.0,7,1,4,0,14.29,57.14,0.0
TR,San Diego,2013,ethnicity,asian,1,0.32,3.31,157,53,58,21,33.76,36.94,13.38
TR,San Diego,2013,ethnicity,asian,2,3.31,3.66,364,116,164,46,31.87,45.05,12.64
TR,San Diego,2013,ethnicity,asian,3,3.66,4.0,261,92,113,29,35.25,43.3,11.11
TR,San Diego,2013,ethnicity,black,1,0.32,3.31,24,7,8,5,29.17,33.33,20.83
TR,San Diego,2013,ethnicity,black,2,3.31,3.66,18,7,5,3,38.89,27.78,16.67
TR,San Diego,2013,ethnicity,black,3,3.66,4.0,28,6,12,3,21.43,42.86,10.71
TR,San Diego,2013,ethnicity,hispanic_latino,1,0.32,3.31,97,28,41,13,28.87,42.27,13.4
TR,San Diego,2013,ethnicity,hispanic_latino,2,3.31,3.66,191,62,68,27,32.46,35.6,14.14
TR,San Diego,2013,ethnicity,hispanic_latino,3,3.66,4.0,101,29,45,12,28.71,44.55,11.88
TR,San Diego,2013,ethnicity,international,1,0.32,3.31,107,49,32,7,45.79,29.91,6.54
TR,San Diego,2013,ethnicity,international,2,3.31,3.66,234,123,63,14,52.56,26.92,5.98
TR,San Diego,2013,ethnicity,international,3,3.66,4.0,190,113,53,7,59.47,27.89,3.68
TR,San Diego,2013,ethnicity,white,1,0.32,3.31,171,60,59,20,35.09,34.5,11.7
TR,San Diego,2013,ethnicity,white,2,3.31,3.66,382,139,160,37,36.39,41.88,9.69
TR,San Diego,2013,ethnicity,white,3,3.66,4.0,276,90,122,28,32.61,44.2,10.14
TR,San Diego,2013,first_gen_status,first_gen,1,0.32,3.31,268,101,88,33,37.69,32.84,12.31
TR,San Diego,2013,first_gen_status,first_gen,2,3.31,3.66,537,187,228,56,34.82,42.46,10.43
TR,San Diego,2013,first_gen_status,first_gen,3,3.66,4.0,388,154,150,35,39.69,38.66,9.02
TR,San Diego,2013,first_gen_status,not_first_gen,1,0.32,3.31,290,97,114,33,33.45,39.31,11.38
TR,San Diego,2013,first_gen_status,not_first_gen,2,3.31,3.66,657,252,242,73,38.36,36.83,11.11
TR,San Diego,2013,first_gen_status,not_first_gen,3,3.66,4.0,482,179,204,45,37.14,42.32,9.34
TR,San Diego,2013,overall,overall,1,0.32,3.31,571,203,204,67,35.55,35.73,11.73
TR,San Diego,2013,overall,overall,2,3.31,3.66,1225,453,477,133,36.98,38.94,10.86
TR,San Diego,2013,overall,overall,3,3.66,4.0,890,339,361,82,38.09,40.56,9.21
TR,San Diego,2013,pell_status,non_pell,1,0.32,3.31,259,114,82,21,44.02,31.66,8.11
TR,San Diego,2013,pell_status,non_pell,2,3.31,3.66,618,286,209,45,46.28,33.82,7.28
TR,San Diego,2013,pell_status,non_pell,3,3.66,4.0,453,223,162,27,49.23,35.76,5.96
TR,San Diego,2013,pell_status,pell,1,0.32,3.31,312,89,122,46,28.53,39.1,14.74
TR,San Diego,2013,pell_status,pell,2,3.31,3.66,607,167,268,88,27.51,44.15,14.5
TR,San Diego,2013,pell_status,pell,3,3.66,4.0,437,116,199,55,26.54,45.54,12.59
TR,San Diego,2014,ethnicity,aian,1,0.82,3.34,1,0,0,1,0.0,0.0,100.0
TR,San Diego,2014,ethnicity,aian,2,3.34,3.68,11,1,1,2,9.09,9.09,18.18
TR,San Diego,2014,ethnicity,aian,3,3.68,4.0,6,3,2,1,50.0,33.33,16.67
TR,San Diego,2014,ethnicity,asian,1,0.82,3.34,95,37,32,13,38.95,33.68,13.68
TR,San Diego,2014,ethnicity,asian,2,3.34,3.68,367,136,160,29,37.06,43.6,7.9
TR,San Diego,2014,ethnicity,asian,3,3.68,4.0,334,104,161,31,31.14,48.2,9.28
TR,San Diego,2014,ethnicity,black,1,0.82,3.34,8,2,1,0,25.0,12.5,0.0
TR,San Diego,2014,ethnicity,black,2,3.34,3.68,23,5,13,3,21.74,56.52,13.04
TR,San Diego,2014,ethnicity,black,3,3.68,4.0,19,5,11,0,26.32,57.89,0.0
TR,San Diego,2014,ethnicity,hispanic_latino,1,0.82,3.34,62,22,27,7,35.48,43.55,11.29
TR,San Diego,2014,ethnicity,hispanic_latino,2,3.34,3.68,166,66,67,14,39.76,40.36,8.43
TR,San Diego,2014,ethnicity,hispanic_latino,3,3.68,4.0,134,39,62,16,29.1,46.27,11.94
TR,San Diego,2014,ethnicity,international,1,0.82,3.34,28,19,3,1,67.86,10.71,3.57
TR,San Diego,2014,ethnicity,international,2,3.34,3.68,142,94,36,5,66.2,25.35,3.52
TR,San Diego,2014,ethnicity,international,3,3.68,4.0,287,186,76,10,64.81,26.48,3.48
TR,San Diego,2014,ethnicity,white,1,0.82,3.34,105,35,38,9,33.33,36.19,8.57
TR,San Diego,2014,ethnicity,white,2,3.34,3.68,295,102,115,32,34.58,38.98,10.85
TR,San Diego,2014,ethnicity,white,3,3.68,4.0,295,110,124,25,37.29,42.03,8.47
TR,San Diego,2014,first_gen_status,first_gen,1,0.82,3.34,144,54,47,16,37.5,32.64,11.11
TR,San Diego,2014,first_gen_status,first_gen,2,3.34,3.68,472,190,187,39,40.25,39.62,8.26
TR,San Diego,2014,first_gen_status,first_gen,3,3.68,4.0,516,233,200,41,45.16,38.76,7.95
TR,San Diego,2014,first_gen_status,not_first_gen,1,0.82,3.34,155,59,55,16,38.06,35.48,10.32
TR,San Diego,2014,first_gen_status,not_first_gen,2,3.34,3.68,529,213,207,44,40.26,39.13,8.32
TR,San Diego,2014,first_gen_status,not_first_gen,3,3.68,4.0,552,205,236,43,37.14,42.75,7.79
TR,San Diego,2014,overall,overall,1,0.82,3.34,310,117,107,32,37.74,34.52,10.32
TR,San Diego,2014,overall,overall,2,3.34,3.68,1031,411,406,89,39.86,39.38,8.63
TR,San Diego,2014,overall,overall,3,3.68,4.0,1099,454,445,87,41.31,40.49,7.92
TR,San Diego,2014,pell_status,non_pell,1,0.82,3.34,127,55,43,9,43.31,33.86,7.09
TR,San Diego,2014,pell_status,non_pell,2,3.34,3.68,492,248,162,31,50.41,32.93,6.3
TR,San Diego,2014,pell_status,non_pell,3,3.68,4.0,600,314,209,32,52.33,34.83,5.33
TR,San Diego,2014,pell_status,pell,1,0.82,3.34,183,62,64,23,33.88,34.97,12.57
TR,San Diego,2014,pell_status,pell,2,3.34,3.68,539,163,244,58,30.24,45.27,10.76
TR,San Diego,2014,pell_status,pell,3,3.68,4.0,499,140,236,55,28.06,47.29,11.02
TR,San Diego,2015,ethnicity,aian,1,1.4,3.34,3,2,1,0,66.67,33.33,0.0
TR,San Diego,2015,ethnicity,aian,2,3.34,3.68,4,1,2,1,25.0,50.0,25.0
TR,San Diego,2015,ethnicity,aian,3,3.68,4.0,6,3,2,1,50.0,33.33,16.67
TR,San Diego,2015,ethnicity,asian,1,1.4,3.34,241,100,76,16,41.49,31.54,6.64
TR,San Diego,2015,ethnicity,asian,2,3.34,3.68,317,125,128,28,39.43,40.38,8.83
TR,San Diego,2015,ethnicity,asian,3,3.68,4.0,290,111,125,22,38.28,43.1,7.59
TR,San Diego,2015,ethnicity,black,1,1.4,3.34,28,6,10,6,21.43,35.71,21.43
TR,San Diego,2015,ethnicity,black,2,3.34,3.68,25,12,5,3,48.0,20.0,12.0
TR,San Diego,2015,ethnicity,black,3,3.68,4.0,24,3,10,3,12.5,41.67,12.5
TR,San Diego,2015,ethnicity,hispanic_latino,1,1.4,3.34,138,49,48,17,35.51,34.78,12.32
TR,San Diego,2015,ethnicity,hispanic_latino,2,3.34,3.68,160,69,47,13,43.12,29.38,8.12
TR,San Diego,2015,ethnicity,hispanic_latino,3,3.68,4.0,118,51,47,11,43.22,39.83,9.32
TR,San Diego,2015,ethnicity,international,1,1.4,3.34,52,28,11,2,53.85,21.15,3.85
TR,San Diego,2015,ethnicity,international,2,3.34,3.68,181,100,55,6,55.25,30.39,3.31
TR,San Diego,2015,ethnicity,international,3,3.68,4.0,295,200,67,9,67.8,22.71,3.05
TR,San Diego,2015,ethnicity,white,1,1.4,3.34,196,88,58,17,44.9,29.59,8.67
TR,San Diego,2015,ethnicity,white,2,3.34,3.68,269,104,102,20,38.66,37.92,7.43
TR,San Diego,2015,ethnicity,white,3,3.68,4.0,258,123,97,15,47.67,37.6,5.81
TR,San Diego,2015,first_gen_status,first_gen,1,1.4,3.34,335,133,104,32,39.7,31.04,9.55
TR,San Diego,2015,first_gen_status,first_gen,2,3.34,3.68,460,203,156,31,44.13,33.91,6.74
TR,San Diego,2015,first_gen_status,first_gen,3,3.68,4.0,425,213,148,24,50.12,34.82,5.65
TR,San Diego,2015,first_gen_status,not_first_gen,1,1.4,3.34,319,134,101,29,42.01,31.66,9.09
TR,San Diego,2015,first_gen_status,not_first_gen,2,3.34,3.68,483,210,176,35,43.48,36.44,7.25
TR,San Diego,2015,first_gen_status,not_first_gen,3,3.68,4.0,551,272,193,37,49.36,35.03,6.72
TR,San Diego,2015,overall,overall,1,1.4,3.34,678,279,211,61,41.15,31.12,9.0
TR,San Diego,2015,overall,overall,2,3.34,3.68,979,425,345,72,43.41,35.24,7.35
TR,San Diego,2015,overall,overall,3,3.68,4.0,1010,494,357,65,48.91,35.35,6.44
TR,San Diego,2015,pell_status,non_pell,1,1.4,3.34,263,132,69,18,50.19,26.24,6.84
TR,San Diego,2015,pell_status,non_pell,2,3.34,3.68,484,254,149,23,52.48,30.79,4.75
TR,San Diego,2015,pell_status,non_pell,3,3.68,4.0,559,328,168,23,58.68,30.05,4.11
TR,San Diego,2015,pell_status,pell,1,1.4,3.34,415,147,142,43,35.42,34.22,10.36
TR,San Diego,2015,pell_status,pell,2,3.34,3.68,495,171,196,49,34.55,39.6,9.9
TR,San Diego,2015,pell_status,pell,3,3.68,4.0,451,166,189,42,36.81,41.91,9.31
TR,San Diego,2016,ethnicity,aian,1,0.36,3.33,3,3,0,0,100.0,0.0,0.0
TR,San Diego,2016,ethnicity,aian,2,3.33,3.68,7,3,1,1,42.86,14.29,14.29
TR,San Diego,2016,ethnicity,aian,3,3.68,4.0,6,3,2,1,50.0,33.33,16.67
TR,San Diego,2016,ethnicity,asian,1,0.36,3.33,243,80,86,33,32.92,35.39,13.58
TR,San Diego,2016,ethnicity,asian,2,3.33,3.68,384,146,140,36,38.02,36.46,9.38
TR,San Diego,2016,ethnicity,asian,3,3.68,4.0,267,125,106,14,46.82,39.7,5.24
TR,San Diego,2016,ethnicity,black,1,0.36,3.33,43,11,4,11,25.58,9.3,25.58
TR,San Diego,2016,ethnicity,black,2,3.33,3.68,34,16,4,5,47.06,11.76,14.71
TR,San Diego,2016,ethnicity,black,3,3.68,4.0,34,13,13,2,38.24,38.24,5.88
TR,San Diego,2016,ethnicity,hispanic_latino,1,0.36,3.33,170,70,50,19,41.18,29.41,11.18
TR,San Diego,2016,ethnicity,hispanic_latino,2,3.33,3.68,157,66,42,22,42.04,26.75,14.01
TR,San Diego,2016,ethnicity,hispanic_latino,3,3.68,4.0,98,39,35,13,39.8,35.71,13.27
TR,San Diego,2016,ethnicity,international,1,0.36,3.33,97,56,22,8,57.73,22.68,8.25
TR,San Diego,2016,ethnicity,international,2,3.33,3.68,239,134,68,8,56.07,28.45,3.35
TR,San Diego,2016,ethnicity,international,3,3.68,4.0,316,178,92,19,56.33,29.11,6.01
TR,San Diego,2016,ethnicity,white,1,0.36,3.33,198,61,64,23,30.81,32.32,11.62
TR,San Diego,2016,ethnicity,white,2,3.33,3.68,266,105,94,25,39.47,35.34,9.4
TR,San Diego,2016,ethnicity,white,3,3.68,4.0,258,111,99,22,43.02,38.37,8.53
TR,San Diego,2016,first_gen_status,first_gen,1,0.36,3.33,381,147,107,42,38.58,28.08,11.02
TR,San Diego,2016,first_gen_status,first_gen,2,3.33,3.68,541,232,169,47,42.88,31.24,8.69
TR,San Diego,2016,first_gen_status,first_gen,3,3.68,4.0,473,236,163,33,49.89,34.46,6.98
TR,San Diego,2016,first_gen_status,not_first_gen,1,0.36,3.33,353,127,113,49,35.98,32.01,13.88
TR,San Diego,2016,first_gen_status,not_first_gen,2,3.33,3.68,524,229,172,47,43.7,32.82,8.97
TR,San Diego,2016,first_gen_status,not_first_gen,3,3.68,4.0,484,218,182,37,45.04,37.6,7.64
TR,San Diego,2016,overall,overall,1,0.36,3.33,765,286,227,96,37.39,29.67,12.55
TR,San Diego,2016,overall,overall,2,3.33,3.68,1102,475,352,98,43.1,31.94,8.89
TR,San Diego,2016,overall,overall,3,3.68,4.0,996,474,354,74,47.59,35.54,7.43
TR,San Diego,2016,pell_status,non_pell,1,0.36,3.33,295,143,83,30,48.47,28.14,10.17
TR,San Diego,2016,pell_status,non_pell,2,3.33,3.68,562,296,169,28,52.67,30.07,4.98
TR,San Diego,2016,pell_status,non_pell,3,3.68,4.0,578,298,197,34,51.56,34.08,5.88
TR,San Diego,2016,pell_status,pell,1,0.36,3.33,470,143,144,66,30.43,30.64,14.04
TR,San Diego,2016,pell_status,pell,2,3.33,3.68,540,179,183,70,33.15,33.89,12.96
TR,San Diego,2016,pell_status,pell,3,3.68,4.0,418,176,157,40,42.11,37.56,9.57
TR,San Diego,2017,ethnicity,aian,1,0.3,3.33,6,3,1,1,50.0,16.67,16.67
TR,San Diego,2017,ethnicity,aian,2,3.33,3.69,7,4,2,0,57.14,28.57,0.0
TR,San Diego,2017,ethnicity,aian,3,3.69,4.0,5,4,0,0,80.0,0.0,0.0
TR,San Diego,2017,ethnicity,asian,1,0.3,3.33,316,148,96,23,46.84,30.38,7.28
TR,San Diego,2017,ethnicity,asian,2,3.33,3.69,297,147,110,19,49.49,37.04,6.4
TR,San Diego,2017,ethnicity,asian,3,3.69,4.0,227,103,97,14,45.37,42.73,6.17
TR,San Diego,2017,ethnicity,black,1,0.3,3.33,58,27,15,5,46.55,25.86,8.62
TR,San Diego,2017,ethnicity,black,2,3.33,3.69,36,8,14,4,22.22,38.89,11.11
TR,San Diego,2017,ethnicity,black,3,3.69,4.0,11,5,3,2,45.45,27.27,18.18
TR,San Diego,2017,ethnicity,hispanic_latino,1,0.3,3.33,271,114,93,15,42.07,34.32,5.54
TR,San Diego,2017,ethnicity,hispanic_latino,2,3.33,3.69,180,79,65,12,43.89,36.11,6.67
TR,San Diego,2017,ethnicity,hispanic_latino,3,3.69,4.0,115,65,29,7,56.52,25.22,6.09
TR,San Diego,2017,ethnicity,international,1,0.3,3.33,57,37,12,1,64.91,21.05,1.75
TR,San Diego,2017,ethnicity,international,2,3.33,3.69,169,113,36,8,66.86,21.3,4.73
TR,San Diego,2017,ethnicity,international,3,3.69,4.0,263,164,72,6,62.36,27.38,2.28
TR,San Diego,2017,ethnicity,white,1,0.3,3.33,264,134,66,26,50.76,25.0,9.85
TR,San Diego,2017,ethnicity,white,2,3.33,3.69,283,159,73,21,56.18,25.8,7.42
TR,San Diego,2017,ethnicity,white,3,3.69,4.0,219,113,62,15,51.6,28.31,6.85
TR,San Diego,2017,first_gen_status,first_gen,1,0.3,3.33,522,233,156,39,44.64,29.89,7.47
TR,San Diego,2017,first_gen_status,first_gen,2,3.33,3.69,471,246,147,32,52.23,31.21,6.79
TR,San Diego,2017,first_gen_status,first_gen,3,3.69,4.0,383,214,109,25,55.87,28.46,6.53
TR,San Diego,2017,first_gen_status,not_first_gen,1,0.3,3.33,427,221,117,31,51.76,27.4,7.26
TR,San Diego,2017,first_gen_status,not_first_gen,2,3.33,3.69,481,250,155,31,51.98,32.22,6.44
TR,San Diego,2017,first_gen_status,not_first_gen,3,3.69,4.0,448,236,151,17,52.68,33.71,3.79
TR,San Diego,2017,overall,overall,1,0.3,3.33,996,472,288,73,47.39,28.92,7.33
TR,San Diego,2017,overall,overall,2,3.33,3.69,994,520,308,67,52.31,30.99,6.74
TR,San Diego,2017,overall,overall,3,3.69,4.0,856,464,268,44,54.21,31.31,5.14
TR,San Diego,2017,pell_status,non_pell,1,0.3,3.33,360,198,94,16,55.0,26.11,4.44
TR,San Diego,2017,pell_status,non_pell,2,3.33,3.69,493,293,142,20,59.43,28.8,4.06
TR,San Diego,2017,pell_status,non_pell,3,3.69,4.0,516,301,150,16,58.33,29.07,3.1
TR,San Diego,2017,pell_status,pell,1,0.3,3.33,636,274,194,57,43.08,30.5,8.96
TR,San Diego,2017,pell_status,pell,2,3.33,3.69,501,227,166,47,45.31,33.13,9.38
TR,San Diego,2017,pell_status,pell,3,3.69,4.0,340,163,118,28,47.94,34.71,8.24
TR,San Diego,2018,ethnicity,aian,1,0.32,3.34,4,2,2,0,50.0,50.0,0.0
TR,San Diego,2018,ethnicity,aian,2,3.34,3.7,8,2,3,1,25.0,37.5,12.5
TR,San Diego,2018,ethnicity,aian,3,3.7,4.0,4,2,1,1,50.0,25.0,25.0
TR,San Diego,2018,ethnicity,asian,1,0.32,3.34,259,127,78,11,49.03,30.12,4.25
TR,San Diego,2018,ethnicity,asian,2,3.34,3.7,419,201,160,25,47.97,38.19,5.97
TR,San Diego,2018,ethnicity,asian,3,3.7,4.0,233,121,79,16,51.93,33.91,6.87
TR,San Diego,2018,ethnicity,black,1,0.32,3.34,45,22,11,4,48.89,24.44,8.89
TR,San Diego,2018,ethnicity,black,2,3.34,3.7,30,14,9,1,46.67,30.0,3.33
TR,San Diego,2018,ethnicity,black,3,3.7,4.0,28,13,6,4,46.43,21.43,14.29
TR,San Diego,2018,ethnicity,hispanic_latino,1,0.32,3.34,258,114,67,21,44.19,25.97,8.14
TR,San Diego,2018,ethnicity,hispanic_latino,2,3.34,3.7,205,81,70,15,39.51,34.15,7.32
TR,San Diego,2018,ethnicity,hispanic_latino,3,3.7,4.0,98,53,32,4,54.08,32.65,4.08
TR,San Diego,2018,ethnicity,international,1,0.32,3.34,49,33,11,1,67.35,22.45,2.04
TR,San Diego,2018,ethnicity,international,2,3.34,3.7,171,127,28,4,74.27,16.37,2.34
TR,San Diego,2018,ethnicity,international,3,3.7,4.0,320,246,48,3,76.88,15.0,0.94
TR,San Diego,2018,ethnicity,white,1,0.32,3.34,219,94,65,16,42.92,29.68,7.31
TR,San Diego,2018,ethnicity,white,2,3.34,3.7,257,116,95,19,45.14,36.96,7.39
TR,San Diego,2018,ethnicity,white,3,3.7,4.0,227,100,101,14,44.05,44.49,6.17
TR,San Diego,2018,first_gen_status,first_gen,1,0.32,3.34,464,205,136,33,44.18,29.31,7.11
TR,San Diego,2018,first_gen_status,first_gen,2,3.34,3.7,535,238,187,36,44.49,34.95,6.73
TR,San Diego,2018,first_gen_status,first_gen,3,3.7,4.0,379,230,111,15,60.69,29.29,3.96
TR,San Diego,2018,first_gen_status,not_first_gen,1,0.32,3.34,336,169,88,18,50.3,26.19,5.36
TR,San Diego,2018,first_gen_status,not_first_gen,2,3.34,3.7,529,286,169,26,54.06,31.95,4.91
TR,San Diego,2018,first_gen_status,not_first_gen,3,3.7,4.0,522,296,160,25,56.7,30.65,4.79
TR,San Diego,2018,overall,overall,1,0.32,3.34,840,393,234,54,46.79,27.86,6.43
TR,San Diego,2018,overall,overall,2,3.34,3.7,1109,549,371,65,49.5,33.45,5.86
TR,San Diego,2018,overall,overall,3,3.7,4.0,927,541,276,43,58.36,29.77,4.64
TR,San Diego,2018,pell_status,non_pell,1,0.32,3.34,302,176,75,12,58.28,24.83,3.97
TR,San Diego,2018,pell_status,non_pell,2,3.34,3.7,525,311,146,22,59.24,27.81,4.19
TR,San Diego,2018,pell_status,non_pell,3,3.7,4.0,560,374,130,15,66.79,23.21,2.68
TR,San Diego,2018,pell_status,pell,1,0.32,3.34,538,217,159,42,40.33,29.55,7.81
TR,San Diego,2018,pell_status,pell,2,3.34,3.7,584,238,225,43,40.75,38.53,7.36
TR,San Diego,2018,pell_status,pell,3,3.7,4.0,367,167,146,28,45.5,39.78,7.63
TR,San Diego,2019,ethnicity,aian,1,0.32,3.38,3,2,0,0,66.67,0.0,0.0
TR,San Diego,2019,ethnicity,aian,2,3.38,3.73,6,3,2,0,50.0,33.33,0.0
TR,San Diego,2019,ethnicity,aian,3,3.73,4.0,2,1,1,0,50.0,50.0,0.0
TR,San Diego,2019,ethnicity,asian,1,0.32,3.38,258,151,75,7,58.53,29.07,2.71
TR,San Diego,2019,ethnicity,asian,2,3.38,3.73,338,184,112,13,54.44,33.14,3.85
TR,San Diego,2019,ethnicity,asian,3,3.73,4.0,242,144,76,11,59.5,31.4,4.55
TR,San Diego,2019,ethnicity,black,1,0.32,3.38,39,19,7,3,48.72,17.95,7.69
TR,San Diego,2019,ethnicity,black,2,3.38,3.73,40,24,11,2,60.0,27.5,5.0
TR,San Diego,2019,ethnicity,black,3,3.73,4.0,13,7,4,1,53.85,30.77,7.69
TR,San Diego,2019,ethnicity,hispanic_latino,1,0.32,3.38,267,157,53,15,58.8,19.85,5.62
TR,San Diego,2019,ethnicity,hispanic_latino,2,3.38,3.73,221,121,62,7,54.75,28.05,3.17
